Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,85.120003,85.389999,80.400002,83.000000,83.000000,2101700
2019-12-03,81.449997,83.239998,78.800003,83.000000,83.000000,1765500
2019-12-04,83.720001,83.900002,78.610001,80.570000,80.570000,3335200
2019-12-05,80.830002,82.720001,78.940002,79.870003,79.870003,2378500
2019-12-06,80.269997,85.199997,80.260002,84.970001,84.970001,5274500
2019-12-09,84.989998,89.349998,84.629997,88.180000,88.180000,2139600
2019-12-10,88.389999,89.550003,86.959999,87.889999,87.889999,1822200
2019-12-11,87.970001,88.430000,87.535004,88.099998,88.099998,1250600
2019-12-12,88.430000,91.070000,88.110001,88.750000,88.750000,2013100
2019-12-13,88.470001,91.250000,86.089996,89.930000,89.930000,1904400
2019-12-16,87.129997,87.690002,85.070000,86.940002,86.940002,2516900
2019-12-17,87.080002,87.129997,83.410004,83.639999,83.639999,2496300
2019-12-18,84.080002,86.599998,83.779999,85.980003,85.980003,1872900
2019-12-19,85.980003,88.779999,85.264999,85.809998,85.809998,2048600
2019-12-20,86.330002,86.620003,83.527000,84.010002,84.010002,1785600
2019-12-23,84.800003,89.150002,84.250000,89.059998,89.059998,1740200
2019-12-24,89.169998,90.657997,89.160004,90.610001,90.610001,766300
2019-12-26,90.970001,92.949997,90.599998,91.529999,91.529999,1162400
2019-12-27,91.910004,92.660004,90.709999,92.089996,92.089996,1540200
2019-12-30,91.779999,91.934998,88.459999,89.510002,89.510002,2800000
2019-12-31,89.139999,90.894997,88.610001,90.370003,90.370003,1298300
2020-01-02,91.629997,94.800003,91.269997,93.139999,93.139999,1882500
2020-01-03,91.800003,94.129997,91.050003,94.040001,94.040001,1003600
2020-01-06,93.019997,94.830002,92.300003,94.669998,94.669998,1929500
2020-01-07,94.910004,96.580002,92.500000,95.699997,95.699997,1877400
2020-01-08,95.139999,97.362999,94.489998,95.169998,95.169998,2251200
2020-01-09,96.269997,97.199997,93.379997,96.750000,96.750000,1441000
2020-01-10,96.910004,97.680000,94.510002,95.220001,95.220001,1932800
2020-01-13,95.720001,102.080002,92.949997,101.000000,101.000000,3245500
2020-01-14,101.010002,104.779999,100.519997,103.589996,103.589996,2802000
2020-01-15,103.500000,107.550003,103.080002,105.809998,105.809998,1797300
2020-01-16,106.779999,107.470001,105.150002,106.379997,106.379997,2375000
2020-01-17,106.610001,107.110001,104.589996,106.790001,106.790001,1580600
2020-01-21,106.489998,108.360001,105.169998,107.419998,107.419998,1782300
2020-01-22,109.059998,112.525002,108.449997,109.870003,109.870003,1901000
2020-01-23,108.160004,108.779999,104.139999,106.919998,106.919998,1972000
2020-01-24,107.500000,109.139999,105.930000,106.739998,106.739998,1320100
2020-01-27,103.339996,105.070000,101.699997,104.320000,104.320000,1363900
2020-01-28,105.000000,107.000000,103.589996,106.190002,106.190002,1157300
2020-01-29,107.239998,107.349998,103.900002,103.919998,103.919998,1145400
2020-01-30,103.250000,105.510002,102.099998,103.029999,103.029999,1148000
2020-01-31,103.000000,103.000000,93.290001,93.699997,93.699997,3464900
2020-02-03,94.470001,99.648003,94.470001,97.500000,97.500000,2031400
2020-02-04,99.589996,101.595001,98.410004,99.610001,99.610001,1601200
2020-02-05,101.339996,102.989998,97.250000,98.129997,98.129997,1109300
2020-02-06,98.669998,103.370003,97.699997,100.309998,100.309998,2762300
2020-02-07,99.570000,100.809998,98.379997,99.309998,99.309998,928200
2020-02-10,98.919998,100.470001,96.769997,97.220001,97.220001,1471800
2020-02-11,97.459999,99.169998,95.389999,96.400002,96.400002,1365200
2020-02-12,97.970001,98.778000,95.320000,95.680000,95.680000,1284300
2020-02-13,94.250000,94.739998,81.949997,82.160004,82.160004,7112300
2020-02-14,83.019997,84.089996,80.559998,82.459999,82.459999,2913900
2020-02-18,82.150002,83.330002,80.080002,81.550003,81.550003,2020800
2020-02-19,81.800003,81.879997,78.750999,80.629997,80.629997,1947500
2020-02-20,80.610001,82.389999,79.639999,82.330002,82.330002,1941000
2020-02-21,81.459999,81.820000,78.870003,80.139999,80.139999,2856400
2020-02-24,74.919998,76.430000,72.029999,75.540001,75.540001,3990300
2020-02-25,75.199997,75.489998,69.910004,71.650002,71.650002,3065100
2020-02-26,73.139999,75.360001,70.809998,71.150002,71.150002,2038800
2020-02-27,69.040001,74.000000,67.410004,70.349998,70.349998,3570000
2020-02-28,53.310001,63.320000,52.410000,63.209999,63.209999,10702600
2020-03-02,62.990002,63.299999,55.200001,61.770000,61.770000,5417500
2020-03-03,62.259998,64.889999,59.840000,62.200001,62.200001,3936700
2020-03-04,63.020000,63.900002,59.580002,61.330002,61.330002,2923500
2020-03-05,59.830002,61.430000,58.740002,60.369999,60.369999,3393200
2020-03-06,58.259998,59.689999,56.830002,58.669998,58.669998,2483400
2020-03-09,53.029999,56.049999,48.500000,49.820000,49.820000,3782700
2020-03-10,51.810001,52.299999,47.099998,49.200001,49.200001,3135700
2020-03-11,48.820000,50.590000,44.090000,45.009998,45.009998,3919800
2020-03-12,41.810001,43.540001,32.509998,33.000000,33.000000,5759100
2020-03-13,36.099998,39.020000,32.709999,39.000000,39.000000,4337900
2020-03-16,34.130001,38.389999,30.049999,30.459999,30.459999,4577400
2020-03-17,31.610001,31.625000,24.820000,30.650000,30.650000,6924500
2020-03-18,27.389999,28.010000,23.120001,24.920000,24.920000,5690300
2020-03-19,24.520000,26.230000,21.700001,23.520000,23.520000,5622100
2020-03-20,25.190001,29.900000,24.490000,27.240000,27.240000,7193000
2020-03-23,27.110001,30.760000,26.250000,30.440001,30.440001,4618700
2020-03-24,33.919998,44.240002,33.290001,43.480000,43.480000,7121700
2020-03-25,47.830002,55.950001,44.560001,51.330002,51.330002,9181300
2020-03-26,54.560001,61.290001,52.110001,55.080002,55.080002,6164900
2020-03-27,51.340000,51.520000,45.044998,46.299999,46.299999,5310700
2020-03-30,46.410000,53.970001,43.610001,52.009998,52.009998,4150200
2020-03-31,51.369999,55.389999,50.580002,53.439999,53.439999,5578800
2020-04-01,49.759998,51.819000,45.520000,48.200001,48.200001,5212600
2020-04-02,47.009998,51.840000,45.773998,47.240002,47.240002,3686400
2020-04-03,47.709999,52.730000,47.647999,50.630001,50.630001,4818700
2020-04-06,69.300003,76.470001,64.180000,71.500000,71.500000,11242700
2020-04-07,76.900002,79.785004,73.839996,77.470001,77.470001,8401700
2020-04-08,73.769997,83.379997,72.500000,77.769997,77.769997,5289700
2020-04-09,79.910004,85.309998,76.250000,76.849998,76.849998,4575600
2020-04-13,77.629997,82.470001,73.019997,81.510002,81.510002,3196400
2020-04-14,83.519997,88.989998,82.000000,86.080002,86.080002,4786400
2020-04-15,80.209999,85.000000,79.250000,81.080002,81.080002,3265900
2020-04-16,80.959999,85.760002,78.260002,83.260002,83.260002,3398400
2020-04-17,83.410004,90.160004,83.410004,90.080002,90.080002,2687800
2020-04-20,89.139999,105.188004,88.609001,100.930000,100.930000,6892200
2020-04-21,100.040001,104.339996,94.199997,95.839996,95.839996,4170800
2020-04-22,99.690002,100.279999,93.110001,96.370003,96.370003,2383500
2020-04-23,97.709999,106.529999,97.709999,104.629997,104.629997,3683000
2020-04-24,107.769997,123.760002,107.510002,122.410004,122.410004,8400100
2020-04-27,118.349998,134.800003,117.239998,128.809998,128.809998,6847300
2020-04-28,130.330002,130.330002,122.309998,123.680000,123.680000,4776000
2020-04-29,124.059998,132.639999,122.300003,129.940002,129.940002,2869000
2020-04-30,127.419998,132.899994,123.930000,124.040001,124.040001,3211500
2020-05-01,120.669998,127.482002,119.699997,122.500000,122.500000,3723300
2020-05-04,124.699997,134.500000,122.510002,134.110001,134.110001,4926300
2020-05-05,175.070007,181.389999,160.330002,165.880005,165.880005,17695300
2020-05-06,166.199997,182.440002,163.179993,180.809998,180.809998,7284100
2020-05-07,178.639999,182.369995,170.919998,176.889999,176.889999,5196800
2020-05-08,179.000000,190.960007,175.779999,188.050003,188.050003,5524200
2020-05-11,186.470001,192.729996,184.050003,190.270004,190.270004,2598400
2020-05-12,192.240005,197.059998,183.460007,183.660004,183.660004,3203800
2020-05-13,185.119995,189.970001,175.320007,183.580002,183.580002,3700900
2020-05-14,177.050003,180.000000,171.119995,172.940002,172.940002,3931700
2020-05-15,166.949997,176.000000,165.000000,173.100006,173.100006,3641800
2020-05-18,173.000000,174.929993,150.020004,153.839996,153.839996,6115100
2020-05-19,156.199997,166.990005,154.300003,161.389999,161.389999,3726200
2020-05-20,167.929993,168.235001,154.520004,162.669998,162.669998,2976100
2020-05-21,162.669998,164.949005,156.419998,163.500000,163.500000,1859200
2020-05-22,162.529999,166.380005,160.419998,165.690002,165.690002,1590600
2020-05-26,167.350006,168.589996,157.789993,158.080002,158.080002,2488500
2020-05-27,156.710007,157.500000,144.509995,153.889999,153.889999,3084600
2020-05-28,154.139999,166.460007,150.570007,162.300003,162.300003,2559900
2020-05-29,165.070007,177.279999,163.615005,171.550003,171.550003,3667900
2020-06-01,172.679993,176.169998,165.559998,167.119995,167.119995,1911000
2020-06-02,175.000000,190.619995,174.500000,188.630005,188.630005,4495400
2020-06-03,185.440002,189.990005,178.684998,181.610001,181.610001,2343700
2020-06-04,180.699997,188.589996,173.509995,177.559998,177.559998,2374200
2020-06-05,175.479996,181.449997,167.009995,170.759995,170.759995,2805000
2020-06-08,169.779999,176.080002,167.466003,175.990005,175.990005,1741800
2020-06-09,176.710007,177.309998,170.639999,172.429993,172.429993,1347700
2020-06-10,174.330002,187.610001,173.160004,182.380005,182.380005,2280600
2020-06-11,177.869995,187.229996,175.449997,178.699997,178.699997,2430300
2020-06-12,182.330002,189.000000,175.636002,184.759995,184.759995,1716100
2020-06-15,183.509995,200.279999,182.535004,193.190002,193.190002,2899700
2020-06-16,196.910004,198.039993,185.820007,191.960007,191.960007,1682200
2020-06-17,194.679993,207.179993,193.839996,202.869995,202.869995,2773000
2020-06-18,203.009995,209.479996,198.513000,200.649994,200.649994,1641400
2020-06-19,206.490005,212.057007,202.264999,209.990005,209.990005,2747200
2020-06-22,213.520004,221.535004,207.500000,208.059998,208.059998,2659900
2020-06-23,209.529999,215.449997,205.660004,207.529999,207.529999,2270600
2020-06-24,209.479996,212.246002,197.270004,200.710007,200.710007,1920500
2020-06-25,199.949997,206.160004,196.479996,205.119995,205.119995,1943800
2020-06-26,205.800003,213.589996,201.009995,201.940002,201.940002,2284800
2020-06-29,200.899994,202.460007,193.690002,200.229996,200.229996,1702900
2020-06-30,201.330002,202.009995,195.490005,197.610001,197.610001,1339700
2020-07-01,196.990005,222.294998,196.300003,219.190002,219.190002,3069400
2020-07-02,220.000000,222.179993,211.190002,214.100006,214.100006,1956900
2020-07-06,218.050003,230.610001,218.000000,221.440002,221.440002,1633600
2020-07-07,222.850006,228.000000,218.779999,225.490005,225.490005,1252500
2020-07-08,226.250000,230.919998,218.070007,221.479996,221.479996,2033400
2020-07-09,224.000000,230.169998,219.949997,228.929993,228.929993,1481300
2020-07-10,227.660004,229.389999,219.979996,223.759995,223.759995,1452200
2020-07-13,219.500000,226.949997,210.100006,210.800003,210.800003,2570500
2020-07-14,212.389999,220.500000,205.800003,220.210007,220.210007,1925400
2020-07-15,217.399994,219.300003,208.509995,217.919998,217.919998,1518400
2020-07-16,214.860001,223.350006,213.000000,219.850006,219.850006,1047200
2020-07-17,222.199997,224.524994,213.110001,215.830002,215.830002,1036000
2020-07-20,221.000000,230.639999,219.029999,229.880005,229.880005,1606900
2020-07-21,231.500000,234.369995,223.279999,225.649994,225.649994,1347100
2020-07-22,228.460007,231.149994,223.800003,226.000000,226.000000,812200
2020-07-23,225.460007,227.649994,213.309998,218.000000,218.000000,1120100
2020-07-24,214.550003,225.289993,209.119995,222.789993,222.789993,1290900
2020-07-27,225.149994,231.869995,220.710007,231.410004,231.410004,1507900
2020-07-28,229.470001,232.360001,224.889999,227.000000,227.000000,1203700
2020-07-29,233.630005,243.110001,233.244995,241.850006,241.850006,1718700
2020-07-30,240.750000,256.190002,238.559998,255.919998,255.919998,2120800
2020-07-31,260.570007,267.429993,259.010010,266.089996,266.089996,3044100
2020-08-03,273.170013,289.380005,272.100006,287.279999,287.279999,2859100
2020-08-04,287.500000,294.880005,274.640991,290.850006,290.850006,4279000
2020-08-05,284.010010,304.414001,280.000000,301.399994,301.399994,5252300
2020-08-06,303.000000,316.670013,298.329010,312.700012,312.700012,2991000
2020-08-07,309.190002,323.149994,300.769989,309.679993,309.679993,3170400
2020-08-10,309.679993,313.660004,290.010010,298.000000,298.000000,2403400
2020-08-11,293.244995,324.809998,283.510010,309.130005,309.130005,11085800
2020-08-12,309.869995,312.959991,293.490997,301.739990,301.739990,4381900
